{'sa': 450, 'k': 0.012605275, 'nc': 358, 'it': 0, 'n': 100}
{'sa': 794, 'k': 0.012605275, 'nc': 814, 'it': 0, 'n': 200}
{'sa': 1104, 'k': 0.012605275, 'nc': 1304, 'it': 0, 'n': 300}
{'sa': 1416, 'k': 0.012605275, 'nc': 1792, 'it': 0, 'n': 400}
{'sa': 1746, 'k': 0.012605275, 'nc': 2262, 'it': 0, 'n': 500}
{'sa': 2048, 'k': 0.012605275, 'nc': 2760, 'it': 0, 'n': 600}
{'sa': 2412, 'k': 0.012605275, 'nc': 3196, 'it': 0, 'n': 700}
{'sa': 2758, 'k': 0.012605275, 'nc': 3650, 'it': 0, 'n': 800}
{'sa': 3078, 'k': 0.012605275, 'nc': 4130, 'it': 0, 'n': 900}
{'sa': 3470, 'k': 0.012605275, 'nc': 4538, 'it': 0, 'n': 1000}
{'sa': 3872, 'k': 0.012605275, 'nc': 4936, 'it': 0, 'n': 1100}
{'sa': 4202, 'k': 0.012605275, 'nc': 5406, 'it': 0, 'n': 1200}
{'sa': 4516, 'k': 0.012605275, 'nc': 5892, 'it': 0, 'n': 1300}
{'sa': 4804, 'k': 0.012605275, 'nc': 6404, 'it': 0, 'n': 1400}
{'sa': 5154, 'k': 0.012605275, 'nc': 6854, 'it': 0, 'n': 1500}
{'sa': 5508, 'k': 0.012605275, 'nc': 7300, 'it': 0, 'n': 1600}
{'sa': 5830, 'k': 0.012605275, 'nc': 7778, 'it': 0, 'n': 1700}
{'sa': 6170, 'k': 0.012605275, 'nc': 8238, 'it': 0, 'n': 1800}
{'sa': 6528, 'k': 0.012605275, 'nc': 8680, 'it': 0, 'n': 1900}
{'sa': 6888, 'k': 0.012605275, 'nc': 9120, 'it': 0, 'n': 2000}
{'sa': 7234, 'k': 0.012605275, 'nc': 9574, 'it': 0, 'n': 2100}
{'sa': 7612, 'k': 0.012605275, 'nc': 9996, 'it': 0, 'n': 2200}
{'sa': 7940, 'k': 0.012605275, 'nc': 10468, 'it': 0, 'n': 2300}
{'sa': 8268, 'k': 0.012605275, 'nc': 10940, 'it': 0, 'n': 2400}
{'sa': 8614, 'k': 0.012605275, 'nc': 11394, 'it': 0, 'n': 2500}
{'sa': 8944, 'k': 0.012605275, 'nc': 11864, 'it': 0, 'n': 2600}
{'sa': 9272, 'k': 0.012605275, 'nc': 12336, 'it': 0, 'n': 2700}
{'sa': 9608, 'k': 0.012605275, 'nc': 12800, 'it': 0, 'n': 2800}
{'sa': 10002, 'k': 0.012605275, 'nc': 13206, 'it': 0, 'n': 2900}
{'sa': 10292, 'k': 0.012605275, 'nc': 13716, 'it': 0, 'n': 3000}
{'sa': 10676, 'k': 0.012605275, 'nc': 14132, 'it': 0, 'n': 3100}
{'sa': 10996, 'k': 0.012605275, 'nc': 14612, 'it': 0, 'n': 3200}
{'sa': 11350, 'k': 0.012605275, 'nc': 15058, 'it': 0, 'n': 3300}
{'sa': 11702, 'k': 0.012605275, 'nc': 15506, 'it': 0, 'n': 3400}
{'sa': 12012, 'k': 0.012605275, 'nc': 15996, 'it': 0, 'n': 3500}
{'sa': 12366, 'k': 0.012605275, 'nc': 16442, 'it': 0, 'n': 3600}
{'sa': 12700, 'k': 0.012605275, 'nc': 16908, 'it': 0, 'n': 3700}
{'sa': 13046, 'k': 0.012605275, 'nc': 17362, 'it': 0, 'n': 3800}
{'sa': 13370, 'k': 0.012605275, 'nc': 17838, 'it': 0, 'n': 3900}
{'sa': 13700, 'k': 0.012605275, 'nc': 18308, 'it': 0, 'n': 4000}
{'sa': 14058, 'k': 0.012605275, 'nc': 18750, 'it': 0, 'n': 4100}
{'sa': 14428, 'k': 0.012605275, 'nc': 19180, 'it': 0, 'n': 4200}
{'sa': 14742, 'k': 0.012605275, 'nc': 19666, 'it': 0, 'n': 4300}
{'sa': 15150, 'k': 0.012605275, 'nc': 20058, 'it': 0, 'n': 4400}
{'sa': 15468, 'k': 0.012605275, 'nc': 20540, 'it': 0, 'n': 4500}
{'sa': 15852, 'k': 0.012605275, 'nc': 20956, 'it': 0, 'n': 4600}
{'sa': 16126, 'k': 0.012605275, 'nc': 21482, 'it': 0, 'n': 4700}
{'sa': 16466, 'k': 0.012605275, 'nc': 21942, 'it': 0, 'n': 4800}
{'sa': 16808, 'k': 0.012605275, 'nc': 22400, 'it': 0, 'n': 4900}
{'sa': 17180, 'k': 0.012605275, 'nc': 22828, 'it': 0, 'n': 5000}
{'sa': 17540, 'k': 0.012605275, 'nc': 23268, 'it': 0, 'n': 5100}
{'sa': 17904, 'k': 0.012605275, 'nc': 23704, 'it': 0, 'n': 5200}
{'sa': 18272, 'k': 0.012605275, 'nc': 24136, 'it': 0, 'n': 5300}
{'sa': 18604, 'k': 0.012605275, 'nc': 24604, 'it': 0, 'n': 5400}
{'sa': 18928, 'k': 0.012605275, 'nc': 25080, 'it': 0, 'n': 5500}
{'sa': 19266, 'k': 0.012605275, 'nc': 25542, 'it': 0, 'n': 5600}
{'sa': 19636, 'k': 0.012605275, 'nc': 25972, 'it': 0, 'n': 5700}
{'sa': 20012, 'k': 0.012605275, 'nc': 26396, 'it': 0, 'n': 5800}
{'sa': 20358, 'k': 0.012605275, 'nc': 26850, 'it': 0, 'n': 5900}
{'sa': 20712, 'k': 0.012605275, 'nc': 27296, 'it': 0, 'n': 6000}
